genes	t	S	N	dNdS	dN	dS
XP_015749097.1_aten_0.1.m1.25211.m1	0.2311	372.5	1268.5	0.2225	0.0430	0.1930
XP_015749098.1_aten_0.1.m1.27538.m1	0.1202	220.2	682.8	0.2929	0.0252	0.0861
XP_015749122.1_aten_0.1.m1.25201.m1	0.1564	255.7	737.3	0.2696	0.0307	0.1139
XP_015749140.1_aten_0.1.m1.25265.m1	0.1375	464.4	1176.6	0.2570	0.0252	0.0981
XP_015749144.1_aten_0.1.m1.18853.m1	0.5164	153.3	503.7	0.6397	0.1521	0.2378
XP_015749148.1_aten_0.1.m1.18857.m1	0.2979	329.5	1029.5	0.3907	0.0721	0.1844
XP_015749150.1_aten_0.1.m1.22507.m1	0.1865	460.7	1288.3	0.6214	0.0536	0.0862
XP_015749155.1_aten_0.1.m1.2380.m1	0.1595	167.1	453.9	0.7178	0.0481	0.0670
XP_015749189.1_aten_0.1.m1.2465.m1	0.1598	267.9	665.1	0.4111	0.0378	0.0918
XP_015749190.1_aten_0.1.m1.2470.m1	0.3494	115.0	443.0	0.3351	0.0827	0.2467
XP_015749206.1_aten_0.1.m1.30708.m1	0.2336	160.8	691.2	0.2688	0.0515	0.1914
XP_015749226.1_aten_0.1.m1.25288.m1	0.0830	130.4	406.6	0.0228	0.0024	0.1063
XP_015749229.1_aten_0.1.m1.16251.m1	0.5036	212.1	678.9	0.4284	0.1274	0.2974
XP_015749238.1_aten_0.1.m1.29973.m1	0.1839	181.7	526.3	0.7862	0.0573	0.0729
XP_015749241.1_aten_0.1.m1.6555.m1	0.5317	195.9	644.1	0.6251	0.1555	0.2488
XP_015749263.1_aten_0.1.m1.25279.m1	0.1770	365.9	969.1	0.0493	0.0094	0.1904
XP_015749273.1_aten_0.1.m1.32179.m1	0.1098	444.5	1172.5	0.1549	0.0146	0.0945
XP_015749289.1_aten_0.1.m1.21026.m1	0.1520	280.1	829.9	0.2697	0.0301	0.1116
XP_015749294.1_aten_0.1.m1.25271.m1	0.3301	228.7	749.3	0.4095	0.0823	0.2010
XP_015749297.1_aten_0.1.m1.30350.m1	0.3005	481.5	1606.5	0.4049	0.0748	0.1848
XP_015749300.1_aten_0.1.m1.15565.m1	0.2714	293.7	810.3	0.7251	0.0822	0.1133
XP_015749307.1_aten_0.1.m1.10684.m1	0.5847	396.3	1307.7	0.4174	0.1471	0.3525
XP_015749311.1_aten_0.1.m1.10688.m1	0.1478	57.0	231.0	0.3310	0.0352	0.1063
XP_015749313.1_aten_0.1.m1.25281.m1	0.1104	128.1	384.9	0.4810	0.0290	0.0603
XP_015749316.1_aten_0.1.m1.14739.m1	0.1837	163.4	478.6	0.1247	0.0220	0.1763
XP_015749362.1_aten_0.1.m1.20173.m1	0.1230	80.4	225.6	1.0275	0.0413	0.0402
XP_015749364.1_aten_0.1.m1.11711.m1	0.1193	281.8	804.2	0.4638	0.0306	0.0660
XP_015749370.1_aten_0.1.m1.11706.m1	0.0982	72.4	161.6	0.0010	0.0001	0.1056
XP_015749371.1_aten_0.1.m1.11707.m1	0.6289	55.2	172.8	0.0912	0.0614	0.6733
XP_015749389.1_aten_0.1.m1.20745.m1	0.2398	280.3	880.7	0.2145	0.0424	0.1978
XP_015749406.1_aten_0.1.m1.32994.m1	0.1346	729.7	1937.3	0.1361	0.0164	0.1205
XP_015749408.1_aten_0.1.m1.33000.m1	0.2082	350.2	945.8	0.2899	0.0418	0.1441
XP_015749409.1_aten_0.1.m1.25268.m1	0.0923	272.7	684.3	0.2139	0.0150	0.0702
XP_015749432.1_aten_0.1.m1.20995.m1	0.1462	326.7	1062.3	0.0855	0.0139	0.1621
XP_015749443.1_aten_0.1.m1.18488.m1	0.1818	411.4	1307.6	0.3225	0.0403	0.1250
XP_015749448.1_aten_0.1.m1.25259.m1	0.2103	448.0	1277.0	0.4235	0.0518	0.1223
XP_015749456.1_aten_0.1.m1.25255.m1	0.2371	273.3	923.7	0.4489	0.0617	0.1375
XP_015749486.1_aten_0.1.m1.25251.m1	0.0364	226.5	781.5	0.0256	0.0013	0.0496
XP_015749495.1_aten_0.1.m1.28964.m1	0.0853	393.7	953.3	0.3035	0.0170	0.0561
XP_015749498.1_aten_0.1.m1.28963.m1	0.0519	83.0	235.0	0.0783	0.0042	0.0542
XP_015749504.1_aten_0.1.m1.25243.m1	0.1301	127.1	379.9	0.8282	0.0412	0.0498
XP_015749512.1_aten_0.1.m1.31352.m1	0.8822	118.8	400.2	0.5891	0.2536	0.4304
XP_015749518.1_aten_0.1.m1.16255.m1	0.0917	95.4	219.6	0.0010	0.0001	0.1007
XP_015749543.1_aten_0.1.m1.258.m1	0.1426	442.2	1201.8	0.2072	0.0234	0.1131
XP_015749545.1_aten_0.1.m1.255.m1	0.1024	337.6	937.4	0.2626	0.0196	0.0746
XP_015749556.1_aten_0.1.m1.3592.m1	0.1445	142.4	454.6	0.1981	0.0245	0.1237
XP_015749595.1_aten_0.1.m1.150.m1	0.0876	224.7	648.3	0.0464	0.0046	0.1000
XP_015749618.1_aten_0.1.m1.25229.m1	0.1577	422.9	1122.1	0.4478	0.0393	0.0878
XP_015749628.1_aten_0.1.m1.25224.m1	0.1289	355.7	1024.3	0.5438	0.0353	0.0650
XP_015749630.1_aten_0.1.m1.27449.m1	0.1696	203.8	567.2	0.2187	0.0291	0.1329
XP_015749649.1_aten_0.1.m1.3885.m1	0.1242	84.5	221.5	1.8386	0.0474	0.0258
XP_015749654.1_aten_0.1.m1.12566.m1	0.0354	128.7	228.3	0.1729	0.0043	0.0250
XP_015749665.1_aten_0.1.m1.5535.m1	0.1001	246.0	744.0	0.0333	0.0041	0.1221
XP_015749679.1_aten_0.1.m1.25232.m1	0.3114	75.2	203.8	0.7160	0.0938	0.1310
XP_015749684.1_aten_0.1.m1.23390.m1	0.1563	163.3	523.7	0.2608	0.0311	0.1194
XP_015749713.1_aten_0.1.m1.1494.m1	0.1449	284.2	990.8	0.2570	0.0294	0.1143
XP_015749725.1_aten_0.1.m1.25223.m1	0.1227	367.4	1165.6	0.1648	0.0185	0.1120
XP_015749753.1_aten_0.1.m1.35971.m1	0.1103	101.5	291.5	0.0915	0.0103	0.1127
XP_015749754.1_aten_0.1.m1.37663.m1	3.2158	89.4	300.6	0.1539	0.4744	3.0818
XP_015749789.1_aten_0.1.m1.26419.m1	0.7493	145.3	532.7	0.3956	0.1882	0.4756
XP_015749796.1_aten_0.1.m1.22819.m1	0.2704	342.0	1134.0	0.2921	0.0577	0.1976
XP_015749833.1_aten_0.1.m1.37782.m1	0.1150	131.5	369.5	0.0196	0.0027	0.1384
XP_015749845.1_aten_0.1.m1.25209.m1	0.2304	281.8	753.2	0.7681	0.0710	0.0924
XP_015749854.1_aten_0.1.m1.25207.m1	0.1062	93.5	329.5	0.2163	0.0197	0.0909
XP_015749866.1_aten_0.1.m1.25208.m1	0.1234	437.8	1272.2	0.2869	0.0251	0.0876
XP_015749871.1_aten_0.1.m1.23508.m1	0.0817	441.3	1337.7	0.0669	0.0061	0.0912
XP_015749890.1_aten_0.1.m1.2297.m1	0.8546	1103.6	3285.4	0.5060	0.2287	0.4520
XP_015749892.1_aten_0.1.m1.2284.m1	0.1496	241.6	769.4	0.3969	0.0366	0.0921
XP_015749913.1_aten_0.1.m1.21034.m1	0.2467	306.0	1011.0	0.4351	0.0632	0.1452
XP_015749927.1_aten_0.1.m1.22643.m1	0.1719	370.0	1037.0	0.1923	0.0272	0.1416
XP_015749934.1_aten_0.1.m1.25205.m1	0.1731	569.7	1689.3	0.6441	0.0506	0.0786
XP_015749946.1_aten_0.1.m1.25202.m1	0.0794	318.9	908.1	0.2671	0.0154	0.0578
XP_015749951.1_aten_0.1.m1.31489.m1	0.2672	396.5	1118.5	0.3388	0.0590	0.1740
XP_015749974.1_aten_0.1.m1.34432.m1	0.1042	588.1	1475.9	0.1996	0.0162	0.0812
XP_015749976.1_aten_0.1.m1.3237.m1	0.1534	132.6	410.4	0.1672	0.0231	0.1380
XP_015749977.1_aten_0.1.m1.3242.m1	0.1217	120.6	365.4	0.2796	0.0247	0.0885
XP_015749986.1_aten_0.1.m1.18974.m1	1.0948	274.1	811.9	0.7556	0.3374	0.4465
XP_015750015.1_aten_0.1.m1.28107.m1	0.2038	280.6	967.4	0.3849	0.0500	0.1298
XP_015750023.1_aten_0.1.m1.10858.m1	0.2054	620.8	1677.2	0.2665	0.0393	0.1473
XP_015750078.1_aten_0.1.m1.1121.m1	0.0630	120.7	431.3	0.1814	0.0106	0.0583
XP_015750079.1_aten_0.1.m1.1120.m1	0.1293	266.8	789.2	0.3384	0.0288	0.0852
XP_015750114.1_aten_0.1.m1.20930.m1	2.3104	280.4	793.6	0.1651	0.3320	2.0104
XP_015750115.1_aten_0.1.m1.16556.m1	0.5740	212.9	651.1	0.8548	0.1837	0.2149
XP_015750160.1_aten_0.1.m1.28697.m1	0.0300	499.5	1234.5	0.5780	0.0083	0.0143
XP_015750188.1_aten_0.1.m1.34514.m1	0.1575	377.7	1200.3	0.2530	0.0308	0.1216
XP_015750191.1_aten_0.1.m1.15295.m1	0.2307	290.8	750.2	0.5405	0.0621	0.1150
XP_015750192.1_aten_0.1.m1.21033.m1	0.2577	133.2	463.8	0.2438	0.0508	0.2082
XP_015750197.1_aten_0.1.m1.6598.m1	0.2347	245.7	867.3	0.2371	0.0457	0.1929
XP_015750203.1_aten_0.1.m1.5642.m1	0.5021	363.0	972.0	0.7024	0.1501	0.2137
XP_015750229.1_aten_0.1.m1.14056.m1	0.0870	107.8	288.2	0.6213	0.0249	0.0400
XP_015750230.1_aten_0.1.m1.21604.m1	4.8877	113.3	369.7	0.1315	0.6393	4.8602
XP_015750242.1_aten_0.1.m1.2755.m1	50.0000	383.1	1278.9	0.0121	0.8439	
XP_015750248.1_aten_0.1.m1.15033.m1	0.0689	514.2	1285.8	0.1873	0.0103	0.0547
XP_015750273.1_aten_0.1.m1.14857.m1	0.1717	153.9	530.1	0.0763	0.0154	0.2014
XP_015750280.1_aten_0.1.m1.18786.m1	0.0858	187.9	433.1	0.0264	0.0024	0.0891
XP_015750287.1_aten_0.1.m1.13206.m1	0.1151	329.7	903.3	0.1249	0.0134	0.1069
XP_015750306.1_aten_0.1.m1.28231.m1	0.2097	137.6	498.4	0.3198	0.0479	0.1497
XP_015750312.1_aten_0.1.m1.2485.m1	0.1469	503.7	1128.3	0.1658	0.0192	0.1157
XP_015750320.1_aten_0.1.m1.11834.m1	0.3324	171.4	671.6	0.2376	0.0671	0.2823
XP_015750325.1_aten_0.1.m1.29536.m1	0.2140	189.9	545.1	0.1898	0.0339	0.1788
XP_015750328.1_aten_0.1.m1.2158.m1	0.4092	237.7	647.3	0.6247	0.1174	0.1880
XP_015750333.1_aten_0.1.m1.4988.m1	0.1937	446.8	1224.2	0.6685	0.0570	0.0853
XP_015750339.1_aten_0.1.m1.1617.m1	0.2472	397.2	1330.8	0.5572	0.0697	0.1250
XP_015750366.1_aten_0.1.m1.33606.m1	50.0000	164.4	450.6	0.0101	0.6142	
XP_015750373.1_aten_0.1.m1.1045.m1	1.3854	245.7	576.3	0.8451	0.4378	0.5181
XP_015750405.1_aten_0.1.m1.7551.m1	0.1585	668.3	1791.7	0.6724	0.0467	0.0694
XP_015750438.1_aten_0.1.m1.13263.m1	0.1699	387.4	1208.6	0.2293	0.0312	0.1361
XP_015750444.1_aten_0.1.m1.7285.m1	0.7167	127.3	406.7	0.7214	0.2188	0.3032
XP_015750487.1_aten_0.1.m1.34867.m1	0.1038	219.1	617.9	0.6329	0.0300	0.0475
XP_015750495.1_aten_0.1.m1.20691.m1	0.3718	158.2	462.8	0.9767	0.1232	0.1261
XP_015750515.1_aten_0.1.m1.25189.m1	0.1520	205.2	775.8	0.1463	0.0228	0.1559
XP_015750545.1_aten_0.1.m1.5893.m1	0.1610	355.9	1003.1	0.2454	0.0297	0.1212
XP_015750647.1_aten_0.1.m1.22695.m1	0.1576	489.8	1499.2	0.3643	0.0367	0.1009
XP_015750661.1_aten_0.1.m1.7781.m1	0.0722	237.5	686.5	0.0010	0.0001	0.0934
XP_015750663.1_aten_0.1.m1.22705.m1	0.1337	123.8	371.2	0.4266	0.0333	0.0782
XP_015750670.1_aten_0.1.m1.22789.m1	0.2021	419.9	1320.1	0.3576	0.0470	0.1314
XP_015750685.1_aten_0.1.m1.15355.m1	0.7521	183.9	596.1	0.4694	0.1980	0.4217
XP_015750691.1_aten_0.1.m1.11084.m1	0.1979	445.1	1327.9	0.4449	0.0502	0.1129
XP_015750708.1_aten_0.1.m1.1681.m1	0.1976	160.5	502.5	0.2998	0.0421	0.1404
XP_015750767.1_aten_0.1.m1.495.m1	0.1524	345.3	803.7	0.2343	0.0256	0.1094
XP_015750774.1_aten_0.1.m1.21097.m1	0.2750	135.1	476.9	0.3175	0.0622	0.1958
XP_015750787.1_aten_0.1.m1.17731.m1	0.2145	1086.8	3176.2	0.5232	0.0580	0.1109
XP_015750793.1_aten_0.1.m1.19284.m1	0.3206	218.9	729.1	0.5648	0.0907	0.1606
XP_015750796.1_aten_0.1.m1.412.m1	0.3964	177.2	581.8	0.6598	0.1179	0.1787
XP_015750806.1_aten_0.1.m1.17724.m1	0.4519	229.8	835.2	0.5077	0.1246	0.2453
XP_015750809.1_aten_0.1.m1.3209.m1	0.0512	83.9	153.1	0.1820	0.0066	0.0362
XP_015750815.1_aten_0.1.m1.34860.m1	0.1053	400.2	1171.8	0.2367	0.0193	0.0815
XP_015750827.1_aten_0.1.m1.17720.m1	0.2316	1071.7	2747.3	0.6461	0.0669	0.1036
XP_015750837.1_aten_0.1.m1.17716.m1	0.1345	555.8	1706.2	0.2376	0.0251	0.1055
XP_015750838.1_aten_0.1.m1.1227.m1	0.3318	320.2	1026.8	0.5222	0.0909	0.1740
XP_015750860.1_aten_0.1.m1.631.m1	0.4446	90.3	314.7	0.6755	0.1339	0.1982
XP_015750865.1_aten_0.1.m1.12210.m1	0.1764	283.4	901.6	0.2619	0.0351	0.1341
XP_015750867.1_aten_0.1.m1.14921.m1	8.4543	168.6	527.4	0.0699	0.6671	9.5448
XP_015750868.1_aten_0.1.m1.8095.m1	0.4219	143.5	435.5	0.6642	0.1250	0.1882
XP_015750908.1_aten_0.1.m1.34864.m1	0.0975	354.3	905.7	0.0830	0.0079	0.0954
XP_015750917.1_aten_0.1.m1.5872.m1	0.1863	69.6	203.4	0.7349	0.0569	0.0774
XP_015750918.1_aten_0.1.m1.12204.m1	0.4111	361.1	1078.9	0.5932	0.1169	0.1971
XP_015750935.1_aten_0.1.m1.21671.m1	0.1647	265.5	865.5	0.7625	0.0511	0.0671
XP_015750950.1_aten_0.1.m1.12194.m1	0.2174	148.3	487.7	0.3447	0.0502	0.1457
XP_015750952.1_aten_0.1.m1.12199.m1	0.3663	561.8	1895.2	0.4429	0.0948	0.2141
XP_015750955.1_aten_0.1.m1.12176.m1	0.3161	278.1	870.9	0.4074	0.0779	0.1913
XP_015750957.1_aten_0.1.m1.12168.m1	0.1406	265.6	667.4	0.2779	0.0269	0.0969
XP_015750959.1_aten_0.1.m1.12170.m1	0.2478	442.9	1456.1	0.3211	0.0553	0.1723
XP_015750961.1_aten_0.1.m1.12162.m1	0.2832	116.3	438.7	0.3159	0.0649	0.2056
XP_015750962.1_aten_0.1.m1.12163.m1	0.3436	180.6	524.4	0.5887	0.0972	0.1650
XP_015750977.1_aten_0.1.m1.17746.m1	0.1840	193.2	535.8	0.4585	0.0467	0.1019
XP_015750985.1_aten_0.1.m1.17739.m1	0.1976	137.8	432.2	0.4053	0.0486	0.1200
XP_015750987.1_aten_0.1.m1.17490.m1	0.0681	247.0	659.0	0.1555	0.0091	0.0588
XP_015750988.1_aten_0.1.m1.17736.m1	0.2050	328.7	934.3	0.3638	0.0470	0.1291
XP_015750996.1_aten_0.1.m1.17730.m1	0.1254	125.5	372.5	0.1391	0.0163	0.1174
XP_015751001.1_aten_0.1.m1.17717.m1	0.1640	295.5	718.5	0.4092	0.0385	0.0940
XP_015751003.1_aten_0.1.m1.17719.m1	0.2148	218.9	606.1	0.4376	0.0534	0.1220
XP_015751006.1_aten_0.1.m1.17704.m1	0.2042	631.0	1940.0	0.3741	0.0483	0.1290
XP_015751007.1_aten_0.1.m1.34849.m1	0.2678	104.9	336.1	1.0409	0.0901	0.0866
XP_015751023.1_aten_0.1.m1.12193.m1	0.1735	229.2	655.8	0.8141	0.0546	0.0671
XP_015751026.1_aten_0.1.m1.12196.m1	0.1465	140.3	390.7	0.2775	0.0289	0.1042
XP_015751027.1_aten_0.1.m1.12195.m1	0.2710	647.1	1938.9	0.3432	0.0611	0.1780
XP_015751031.1_aten_0.1.m1.12184.m1	0.1041	221.7	627.3	0.5490	0.0286	0.0520
XP_015751032.1_aten_0.1.m1.12171.m1	0.1466	252.3	614.7	0.3215	0.0303	0.0941
XP_015751039.1_aten_0.1.m1.17486.m1	0.0983	171.2	548.8	0.1935	0.0165	0.0851
XP_015751042.1_aten_0.1.m1.12172.m1	0.1114	240.3	659.7	0.0662	0.0078	0.1177
XP_015751043.1_aten_0.1.m1.12169.m1	0.1080	148.0	470.0	0.2702	0.0219	0.0809
XP_015751047.1_aten_0.1.m1.12167.m1	0.1505	62.9	216.1	0.1685	0.0237	0.1409
XP_015751049.1_aten_0.1.m1.12160.m1	0.1664	147.6	434.4	0.4320	0.0416	0.0963
XP_015751051.1_aten_0.1.m1.12161.m1	0.1985	251.7	729.3	1.1092	0.0679	0.0612
XP_015751052.1_aten_0.1.m1.12157.m1	0.1184	494.4	1455.6	0.1881	0.0188	0.1002
XP_015751053.1_aten_0.1.m1.12158.m1	0.3845	212.4	870.6	0.3200	0.0905	0.2827
XP_015751058.1_aten_0.1.m1.22209.m1	0.1425	559.9	2155.1	0.2905	0.0316	0.1088
XP_015751060.1_aten_0.1.m1.22208.m1	0.1316	341.9	978.1	0.2729	0.0260	0.0951
XP_015751062.1_aten_0.1.m1.22200.m1	0.6699	351.2	1364.8	0.4587	0.1799	0.3921
XP_015751065.1_aten_0.1.m1.22203.m1	0.1247	2750.9	8178.1	0.2111	0.0214	0.1015
XP_015751067.1_aten_0.1.m1.6605.m1	0.0506	201.2	545.8	0.2443	0.0092	0.0376
XP_015751068.1_aten_0.1.m1.6606.m1	0.1691	1056.3	3128.7	0.3300	0.0373	0.1129
XP_015751069.1_aten_0.1.m1.6601.m1	0.1631	398.8	1101.2	0.3076	0.0340	0.1106
XP_015751070.1_aten_0.1.m1.10883.m1	0.1126	527.5	1371.5	0.2044	0.0180	0.0882
XP_015751072.1_aten_0.1.m1.6658.m1	0.5087	104.1	324.9	0.3304	0.1137	0.3440
XP_015751078.1_aten_0.1.m1.6675.m1	0.4679	371.9	1164.1	0.5392	0.1292	0.2397
XP_015751079.1_aten_0.1.m1.6674.m1	0.1990	1480.7	4435.3	0.3999	0.0482	0.1206
XP_015751097.1_aten_0.1.m1.15314.m1	0.1280	575.6	1590.4	0.1738	0.0189	0.1085
XP_015751101.1_aten_0.1.m1.15322.m1	0.4857	336.3	1130.7	0.4311	0.1243	0.2883
XP_015751113.1_aten_0.1.m1.22213.m1	0.1619	575.1	1905.9	0.5609	0.0457	0.0814
XP_015751116.1_aten_0.1.m1.22210.m1	0.1198	322.9	844.1	0.5420	0.0324	0.0597
XP_015751117.1_aten_0.1.m1.22204.m1	0.1063	499.8	1420.2	0.1975	0.0172	0.0872
XP_015751120.1_aten_0.1.m1.22202.m1	0.0343	45.2	221.8	0.4122	0.0092	0.0224
XP_015751121.1_aten_0.1.m1.22205.m1	0.1619	286.0	998.0	0.2319	0.0311	0.1339
XP_015751123.1_aten_0.1.m1.22195.m1	0.0961	726.4	1817.6	0.2027	0.0151	0.0744
XP_015751125.1_aten_0.1.m1.22191.m1	0.1263	83.3	195.7	0.0393	0.0051	0.1292
XP_015751126.1_aten_0.1.m1.6597.m1	0.1206	562.4	1594.6	0.2813	0.0241	0.0858
XP_015751127.1_aten_0.1.m1.6602.m1	0.0831	230.5	546.5	0.1304	0.0093	0.0713
XP_015751128.1_aten_0.1.m1.6603.m1	0.0693	279.8	1007.2	0.0312	0.0030	0.0955
XP_015751131.1_aten_0.1.m1.6607.m1	0.1514	226.5	712.5	0.2432	0.0288	0.1186
XP_015751133.1_aten_0.1.m1.6604.m1	0.0769	215.8	552.2	0.0992	0.0072	0.0728
XP_015751134.1_aten_0.1.m1.6611.m1	0.3280	154.5	430.5	0.5182	0.0878	0.1694
XP_015751135.1_aten_0.1.m1.6652.m1	0.1040	349.4	1015.6	0.1811	0.0161	0.0888
XP_015751141.1_aten_0.1.m1.10884.m1	0.1091	317.8	996.2	0.1103	0.0123	0.1117
XP_015751153.1_aten_0.1.m1.10885.m1	0.1787	347.3	990.7	0.3112	0.0378	0.1216
XP_015751168.1_aten_0.1.m1.6650.m1	0.0909	272.1	942.9	0.1588	0.0139	0.0872
XP_015751176.1_aten_0.1.m1.6670.m1	0.3500	119.1	390.9	0.2618	0.0703	0.2687
XP_015751177.1_aten_0.1.m1.6667.m1	0.1787	235.0	638.0	0.4206	0.0435	0.1033
XP_015751179.1_aten_0.1.m1.6672.m1	0.6039	96.8	296.2	0.6799	0.1804	0.2653
XP_015751180.1_aten_0.1.m1.6671.m1	0.2011	123.6	365.4	0.4106	0.0492	0.1197
XP_015751181.1_aten_0.1.m1.6668.m1	0.0995	79.7	223.3	0.0900	0.0091	0.1007
XP_015751183.1_aten_0.1.m1.6681.m1	0.1079	633.6	1694.4	0.2257	0.0186	0.0824
XP_015751184.1_aten_0.1.m1.6678.m1	0.1589	187.0	560.0	0.3614	0.0367	0.1016
XP_015751185.1_aten_0.1.m1.6679.m1	0.1040	123.1	449.9	0.1195	0.0134	0.1123
XP_015751200.1_aten_0.1.m1.15302.m1	0.1292	533.6	1776.4	0.0552	0.0087	0.1575
XP_015751201.1_aten_0.1.m1.15303.m1	0.0977	143.7	405.3	0.0010	0.0001	0.1241
XP_015751204.1_aten_0.1.m1.15309.m1	0.1504	364.5	1057.5	0.1421	0.0197	0.1385
XP_015751206.1_aten_0.1.m1.15316.m1	0.1467	179.5	525.5	0.0875	0.0134	0.1529
XP_015751211.1_aten_0.1.m1.6599.m1	0.1190	135.0	405.0	0.2367	0.0220	0.0927
XP_015751215.1_aten_0.1.m1.30144.m1	0.3019	221.1	783.9	0.2531	0.0610	0.2411
XP_015751216.1_aten_0.1.m1.30155.m1	0.1877	859.1	2698.9	0.4017	0.0460	0.1145
XP_015751217.1_aten_0.1.m1.30139.m1	0.3022	114.7	401.3	0.3507	0.0714	0.2035
XP_015751220.1_aten_0.1.m1.30134.m1	0.2178	320.3	1086.7	0.2527	0.0434	0.1717
XP_015751222.1_aten_0.1.m1.30131.m1	0.2525	1210.3	3928.7	0.3988	0.0621	0.1558
XP_015751223.1_aten_0.1.m1.10893.m1	0.0493	125.4	324.6	0.1445	0.0062	0.0430
XP_015751228.1_aten_0.1.m1.30112.m1	0.3520	321.2	1109.8	0.4718	0.0938	0.1987
XP_015751230.1_aten_0.1.m1.9544.m1	0.1883	213.4	647.6	0.6879	0.0564	0.0820
XP_015751235.1_aten_0.1.m1.18173.m1	0.2545	206.3	660.7	0.3510	0.0589	0.1678
XP_015751239.1_aten_0.1.m1.10895.m1	0.0738	210.3	692.7	0.0870	0.0071	0.0821
XP_015751242.1_aten_0.1.m1.30156.m1	0.0843	271.4	862.6	0.1941	0.0141	0.0726
XP_015751244.1_aten_0.1.m1.30149.m1	0.1605	111.9	383.1	0.6804	0.0484	0.0711
XP_015751245.1_aten_0.1.m1.30153.m1	0.0870	145.0	437.0	0.0010	0.0001	0.1161
XP_015751262.1_aten_0.1.m1.10901.m1	0.1153	247.3	613.7	0.1308	0.0132	0.1010
XP_015751264.1_aten_0.1.m1.30132.m1	0.0953	804.6	2210.4	0.1874	0.0147	0.0786
XP_015751265.1_aten_0.1.m1.30137.m1	0.0836	331.2	1033.8	0.1704	0.0128	0.0750
XP_015751269.1_aten_0.1.m1.30138.m1	0.0923	436.2	1306.8	0.1586	0.0132	0.0833
XP_015751270.1_aten_0.1.m1.30142.m1	0.1145	242.1	783.9	0.1626	0.0172	0.1060
XP_015751271.1_aten_0.1.m1.30128.m1	0.1872	1026.3	3047.7	0.6735	0.0556	0.0825
XP_015751272.1_aten_0.1.m1.30127.m1	0.0902	489.5	1103.5	0.2742	0.0166	0.0605
XP_015751273.1_aten_0.1.m1.10903.m1	0.4669	166.3	523.7	0.3141	0.1020	0.3247
XP_015751274.1_aten_0.1.m1.30141.m1	0.0940	186.5	482.5	0.1222	0.0104	0.0854
XP_015751275.1_aten_0.1.m1.30130.m1	0.2149	216.6	578.4	0.2462	0.0391	0.1586
XP_015751287.1_aten_0.1.m1.30123.m1	0.1041	467.1	1104.9	0.2724	0.0193	0.0710
XP_015751291.1_aten_0.1.m1.14843.m1	0.0986	323.8	915.2	0.1359	0.0123	0.0908
XP_015751293.1_aten_0.1.m1.30120.m1	0.1080	1267.8	3274.2	0.3390	0.0233	0.0688
XP_015751308.1_aten_0.1.m1.30117.m1	0.1219	293.4	822.6	0.0778	0.0099	0.1268
XP_015751310.1_aten_0.1.m1.30118.m1	0.1260	766.5	2254.5	0.5616	0.0351	0.0624
XP_015751315.1_aten_0.1.m1.30109.m1	0.0968	848.1	2250.9	0.2547	0.0179	0.0704
XP_015751316.1_aten_0.1.m1.30110.m1	0.0909	424.3	1285.7	0.0808	0.0079	0.0981
XP_015751322.1_aten_0.1.m1.30107.m1	0.0610	261.7	731.3	0.0187	0.0014	0.0733
XP_015751323.1_aten_0.1.m1.30105.m1	0.0901	832.4	2773.6	0.2852	0.0190	0.0667
XP_015751330.1_aten_0.1.m1.30103.m1	0.1607	237.6	713.4	0.4570	0.0413	0.0904
XP_015751331.1_aten_0.1.m1.30102.m1	0.0740	184.6	484.4	0.0856	0.0062	0.0729
XP_015751339.1_aten_0.1.m1.31592.m1	0.0894	261.1	773.9	0.1666	0.0132	0.0791
XP_015751342.1_aten_0.1.m1.1793.m1	0.1188	150.1	491.9	0.2636	0.0240	0.0909
XP_015751343.1_aten_0.1.m1.1792.m1	0.2380	162.9	431.1	1.0733	0.0809	0.0753
XP_015751349.1_aten_0.1.m1.18174.m1	0.1383	214.7	817.3	0.2290	0.0271	0.1184
XP_015751367.1_aten_0.1.m1.8947.m1	0.0630	281.9	903.1	0.0993	0.0067	0.0670
XP_015751368.1_aten_0.1.m1.8952.m1	0.1764	357.5	1025.5	0.2898	0.0360	0.1242
XP_015751369.1_aten_0.1.m1.8941.m1	0.1626	321.7	1055.3	0.2430	0.0314	0.1291
XP_015751370.1_aten_0.1.m1.8946.m1	0.2799	397.5	1240.5	0.3672	0.0658	0.1791
XP_015751374.1_aten_0.1.m1.8932.m1	0.0849	147.0	372.0	0.2100	0.0137	0.0652
XP_015751375.1_aten_0.1.m1.8930.m1	0.6824	349.7	1327.3	0.4863	0.1864	0.3833
XP_015751390.1_aten_0.1.m1.8951.m1	0.0814	182.9	444.1	0.1767	0.0115	0.0650
XP_015751393.1_aten_0.1.m1.8940.m1	0.0923	269.1	711.9	0.1874	0.0141	0.0750
XP_015751400.1_aten_0.1.m1.8934.m1	0.0964	204.0	570.0	0.0311	0.0035	0.1121
XP_015751410.1_aten_0.1.m1.8935.m1	0.1150	140.9	363.1	0.0728	0.0084	0.1154
XP_015751413.1_aten_0.1.m1.8929.m1	0.1096	242.7	615.3	0.4308	0.0266	0.0617
XP_015751415.1_aten_0.1.m1.8928.m1	0.0947	334.6	1039.4	0.0968	0.0096	0.0997
XP_015751416.1_aten_0.1.m1.8927.m1	0.1672	299.3	957.7	0.1939	0.0280	0.1445
XP_015751424.1_aten_0.1.m1.10918.m1	0.7962	58.8	160.2	0.4299	0.1957	0.4553
